Cell line name	Analysis Set Name	COSMIC ID	Sanger_ID	GDSC description_1	GDSC description_2	Study Abbreviation	Comment	MMR	Analysis Set	Exome	SNP6	expression	methylation	IC50s	Comment - genetics
NCI-H720	NCI-H720	687600	CGP_CCL5103696	lung_NSCLC	lung_NSCLC_carcinoid			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H727	NCI-H727	724855	1710STDY5034613	lung_NSCLC	lung_NSCLC_carcinoid			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H835	NCI-H835	753607	CGP_CCL5228708	lung_NSCLC	lung_NSCLC_carcinoid			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
UMC-11	UMC-11	909779	1710STDY5034667	lung_NSCLC	lung_NSCLC_carcinoid			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	poor growth
COR-L23	COR-L23	687780	1710STDY5034642	lung_NSCLC	lung_NSCLC_large cell			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HOP-92	HOP-92	905973	1710STDY5034647	lung_NSCLC	lung_NSCLC_large cell			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
IA-LM	IA-LM	910779	1710STDY5034671	lung_NSCLC	lung_NSCLC_large cell			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
LCLC-103H	LCLC-103H	753586	1710STDY5034579	lung_NSCLC	lung_NSCLC_large cell			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
LCLC-97TM1	LCLC-97TM1	946361	1710STDY5034725	lung_NSCLC	lung_NSCLC_large cell			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
LU-65	LU-65	724863	1710STDY5034679	lung_NSCLC	lung_NSCLC_large cell			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
LU-99A	LU-99A	907796	1710STDY5034582	lung_NSCLC	lung_NSCLC_large cell			MSI-L	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H1155	NCI-H1155	908467	1710STDY5034680	lung_NSCLC	lung_NSCLC_large cell			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H1299	NCI-H1299	724831	1710STDY5034584	lung_NSCLC	lung_NSCLC_large cell			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H1581	NCI-H1581	908471	1710STDY5034644	lung_NSCLC	lung_NSCLC_large cell			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H1915	NCI-H1915	1240184	1710STDY5034620	lung_NSCLC	lung_NSCLC_large cell			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H460	NCI-H460	905943	1710STDY5034608	lung_NSCLC	lung_NSCLC_large cell			MSI-S	Yes	Yes	Yes	No	No	Yes	
NCI-H661	NCI-H661	687829	1710STDY5034612	lung_NSCLC	lung_NSCLC_large cell			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H810	NCI-H810	925341	1710STDY5034641	lung_NSCLC	lung_NSCLC_large cell			MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
A427	A427	910851	CGP_CCL5228726	lung_NSCLC	lung_NSCLC_not specified	UNABLE TO CLASSIFY	poorly differentiated	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
BEN	BEN	753534	1710STDY5034638	lung_NSCLC	lung_NSCLC_not specified	UNABLE TO CLASSIFY	poorly differentiated	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
CAL-12T	CAL-12T	753540	1710STDY5034713	lung_NSCLC	lung_NSCLC_not specified	UNABLE TO CLASSIFY	poorly differentiated	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
ChaGo-K-1	ChaGo-K-1	687596	1710STDY5034567	lung_NSCLC	lung_NSCLC_not specified	UNABLE TO CLASSIFY	poorly differentiated	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HCC-366	HCC-366	1240144	CGP_CCL5369286	lung_NSCLC	lung_NSCLC_not specified		mixed adeno-squamous	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H1770	NCI-H1770	687804	1710STDY5034687	lung_NSCLC	lung_NSCLC_not specified	UNABLE TO CLASSIFY	carcinoma	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H2110	NCI-H2110	1298351	CGP_CCL5391648	lung_NSCLC	lung_NSCLC_not specified	UNABLE TO CLASSIFY	carcinoma	MSI-L	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H2135	NCI-H2135	1298352	1710STDY5034705	lung_NSCLC	lung_NSCLC_not specified	UNABLE TO CLASSIFY	carcinoma	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H2172	NCI-H2172	1298353	CGP_CCL5306256	lung_NSCLC	lung_NSCLC_not specified	UNABLE TO CLASSIFY	carcinoma	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H2444	NCI-H2444	1298356	1710STDY5034652	lung_NSCLC	lung_NSCLC_not specified	UNABLE TO CLASSIFY	carcinoma	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H647	NCI-H647	1240191	1710STDY5034688	lung_NSCLC	lung_NSCLC_not specified		mixed adeno-squamous	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
EBC-1	EBC-1	753554	1710STDY5034651	lung_NSCLC	lung_NSCLC_squamous_cell_carcinoma	LUSC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
EPLC-272H	EPLC-272H	753556	1710STDY5034676	lung_NSCLC	lung_NSCLC_squamous_cell_carcinoma	LUSC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HARA	HARA	1240142	1710STDY5034696	lung_NSCLC	lung_NSCLC_squamous_cell_carcinoma	LUSC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HCC-15	HCC-15	1240143	CGP_CCL5228711	lung_NSCLC	lung_NSCLC_squamous_cell_carcinoma	LUSC		MSI-L	Yes	Yes	Yes	Yes	Yes	Yes	
KNS-62	KNS-62	753569	1710STDY5034575	lung_NSCLC	lung_NSCLC_squamous_cell_carcinoma	LUSC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
LC-1-sq	LC-1-sq	1298223	CGP_CCL5369273	lung_NSCLC	lung_NSCLC_squamous_cell_carcinoma	LUSC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
LK-2	LK-2	687787	1710STDY5034727	lung_NSCLC	lung_NSCLC_squamous_cell_carcinoma	LUSC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
LOU-NH91	LOU-NH91	1298226	CGP_CCL5306193	lung_NSCLC	lung_NSCLC_squamous_cell_carcinoma	LUSC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H1869	NCI-H1869	1240183	1710STDY5034690	lung_NSCLC	lung_NSCLC_squamous_cell_carcinoma	LUSC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H2170	NCI-H2170	687815	1710STDY5034600	lung_NSCLC	lung_NSCLC_squamous_cell_carcinoma	LUSC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H226	NCI-H226	905941	1710STDY5034602	lung_NSCLC	lung_NSCLC_squamous_cell_carcinoma	LUSC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H520	NCI-H520	908443	1710STDY5034609	lung_NSCLC	lung_NSCLC_squamous_cell_carcinoma	LUSC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
RERF-LC-Sq1	RERF-LC-Sq1	1298538	1710STDY5034729	lung_NSCLC	lung_NSCLC_squamous_cell_carcinoma	LUSC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SK-MES-1	SK-MES-1	909728	1710STDY5034646	lung_NSCLC	lung_NSCLC_squamous_cell_carcinoma	LUSC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SW900	SW900	724879	1710STDY5034616	lung_NSCLC	lung_NSCLC_squamous_cell_carcinoma	LUSC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
COR-L321	COR-L321	1322213	CGP_CCL5306275	lung	Lung_other	UNABLE TO CLASSIFY	carcinoma	MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H740	NCI-H740	1331055	CGP_CCL5228715	lung_SCLC	lung_small_cell_carcinoma	SCLC	small cell lung cancer	MSI-S	Yes	Yes	Yes	Yes	Yes	No	
COLO-668	COLO-668	910692	1710STDY5034568	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
COR-L279	COR-L279	910937	CGP_CCL5369298	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
COR-L303	COR-L303	1297438	CGP_CCL5369322	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	No	
COR-L311	COR-L311	687980	CGP_CCL5369280	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	No	
COR-L32	COR-L32	1322212	CGP_CCL5306292	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
COR-L88	COR-L88	906808	1710STDY5034660	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
COR-L95	COR-L95	1297439	CGP_CCL5369294	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	No	Yes	
CPC-N	CPC-N	753547	1710STDY5034571	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
DMS-114	DMS-114	687983	CGP_CCL5228682	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	Growth pattern
DMS-273	DMS-273	687985	CGP_CCL5306161	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
DMS-53	DMS-53	907295	1710STDY5034722	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
HCC-33	HCC-33	1303901	CGP_CCL5228723	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	No	Yes	Yes	
IST-SL1	IST-SL1	753564	1710STDY5034636	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
IST-SL2	IST-SL2	753565	1710STDY5034574	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
LB647-SCLC	LB647-SCLC	753582	1710STDY5034576	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
LU-134-A	LU-134-A	753588	1710STDY5034580	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
LU-135	LU-135	713899	1710STDY5034718	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
LU-139	LU-139	713878	1710STDY5034666	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
LU-165	LU-165	753589	1710STDY5034581	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
MS-1	MS-1	753594	1710STDY5034661	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H1048	NCI-H1048	687995	CGP_CCL5103688	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-H	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H1092	NCI-H1092	687997	1710STDY5034670	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H1105	NCI-H1105	908468	1710STDY5034702	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H128	NCI-H128	753597	1710STDY5034672	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	No	Yes	Yes	Poor Growth
NCI-H1304	NCI-H1304	753599	CGP_CCL5103697	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	No	Yes	
NCI-H1341	NCI-H1341	1330964	CGP_CCL5306267	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H1417	NCI-H1417	688001	CGP_CCL5369269	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H1436	NCI-H1436	908469	CGP_CCL5369338	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H146	NCI-H146	910899	1710STDY5034588	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H1688	NCI-H1688	1298349	1710STDY5034689	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H1694	NCI-H1694	688006	1710STDY5034706	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H1836	NCI-H1836	1240182	CGP_CCL5391668	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-L	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H187	NCI-H187	688007	CGP_CCL5228735	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H1876	NCI-H1876	1330972	CGP_CCL5103694	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H196	NCI-H196	1240186	1710STDY5034619	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H1963	NCI-H1963	688010	1710STDY5034665	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-L	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H2029	NCI-H2029	688011	1710STDY5034669	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H2066	NCI-H2066	1330973	CGP_CCL5228710	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H2081	NCI-H2081	908480	1710STDY5034711	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	No	Yes	Yes	
NCI-H209	NCI-H209	688013	1710STDY5034668	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H211	NCI-H211	1240189	1710STDY5034621	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H2141	NCI-H2141	688014	CGP_CCL5369299	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H2171	NCI-H2171	688015	1710STDY5034707	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	No	Yes	Yes	
NCI-H2196	NCI-H2196	908481	1710STDY5034719	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H2227	NCI-H2227	688018	CGP_CCL5103706	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H250	NCI-H250	924241	CGP_CCL5369311	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-L	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H345	NCI-H345	688021	CGP_CCL5103700	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H378	NCI-H378	688022	1710STDY5034723	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H446	NCI-H446	688023	1710STDY5034607	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H510A	NCI-H510A	753605	1710STDY5034635	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H524	NCI-H524	908483	CGP_CCL5306282	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-L	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H526	NCI-H526	688025	1710STDY5034663	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-L	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H64	NCI-H64	688026	1710STDY5034611	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H69	NCI-H69	688027	1710STDY5034664	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H748	NCI-H748	909194	1710STDY5034715	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	Poor Growth - Few very large cumps
NCI-H82	NCI-H82	688031	1710STDY5034662	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H841	NCI-H841	1240192	CGP_CCL5228704	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H847	NCI-H847	1240193	CGP_CCL5369303	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
RERF-LC-FM	RERF-LC-FM	930081	1710STDY5034716	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	No	Yes	No	
SBC-1	SBC-1	713885	1710STDY5034703	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SBC-3	SBC-3	753610	CGP_CCL5306210	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SBC-5	SBC-5	713880	1710STDY5034631	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SHP-77	SHP-77	724872	1710STDY5034629	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	No	Yes	
SW1271	SW1271	1299062	CGP_CCL5306238	lung_SCLC	lung_small_cell_carcinoma	SCLC		MSI-S	Yes	Yes	Yes	Yes	No	Yes	
H2369	H2369	1290808	1710STDY5034704	lung	mesothelioma	MESO		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	Not commercially available
H2373	H2373	1290809	1710STDY5034710	lung	mesothelioma	MESO		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	Not commercially available
H2461	H2461	1290810	1710STDY5034714	lung	mesothelioma	MESO		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	Not commercially available
H2591	H2591	1240131	1710STDY5034624	lung	mesothelioma	MESO		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	Not commercially available
H2595	H2595	1240132	CGP_CCL5103733	lung	mesothelioma	MESO		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	Not commercially available
H2722	H2722	1290812	1710STDY5034726	lung	mesothelioma	MESO		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	Not commercially available
H2731	H2731	1240134	1710STDY5034728	lung	mesothelioma	MESO		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	Not commercially available
H2795	H2795	1290813	1710STDY5034720	lung	mesothelioma	MESO		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	Not commercially available
H2803	H2803	1240135	1710STDY5034698	lung	mesothelioma	MESO		MSI-L	Yes	Yes	Yes	Yes	Yes	Yes	Not commercially available
H2804	H2804	1240136	1710STDY5034655	lung	mesothelioma	MESO		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	Not commercially available
H2810	H2810	1240137	CGP_CCL5103723	lung	mesothelioma	MESO		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	Not commercially available
H2818	H2818	1290814	1710STDY5034700	lung	mesothelioma	MESO		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	Not commercially available
H2869	H2869	1240138	1710STDY5034618	lung	mesothelioma	MESO		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	Not commercially available
H290	H290	1240139	1710STDY5034626	lung	mesothelioma	MESO		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	Not commercially available
H513	H513	1240141	1710STDY5034654	lung	mesothelioma	MESO		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
IST-MES1	IST-MES1	907173	1710STDY5034659	lung	mesothelioma	MESO		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
MPP-89	MPP-89	908150	1710STDY5034563	lung	mesothelioma	MESO		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
MSTO-211H	MSTO-211H	908152	1710STDY5034650	lung	mesothelioma	MESO		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H2052	NCI-H2052	688058	1710STDY5034724	lung	mesothelioma	MESO		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H2452	NCI-H2452	908462	1710STDY5034649	lung	mesothelioma	MESO		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NCI-H28	NCI-H28	908470	1710STDY5034699	lung	mesothelioma	MESO		MSI-L	Yes	Yes	Yes	Yes	Yes	Yes	
42-MG-BA	42-MG-BA	687561	CGP_CCL5055140	nervous_system	glioma	GBM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
8-MG-BA	8-MG-BA	687562	1710STDY5035135	nervous_system	glioma	GBM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
A172	A172	687563	CGP_CCL5055111	nervous_system	glioma	GBM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
AM-38	AM-38	910933	1710STDY5035128	nervous_system	glioma	GBM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
Becker	Becker	906746	1710STDY5035127	nervous_system	glioma	GBM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
CAS-1	CAS-1	910943	1710STDY5035126	nervous_system	glioma	GBM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
CCF-STTG1	CCF-STTG1	906823	CGP_CCL5369274	nervous_system	glioma	GBM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
D-245MG	D-245MG	946366	CGP_CCL5103698	nervous_system	glioma	GBM		MSI-S	Yes	Yes	Yes	No	Yes	No	Contaminated Vials - Re-Ordering
D-247MG	D-247MG	946367	1710STDY5035125	nervous_system	glioma	GBM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
D-263MG	D-263MG	946368	1710STDY5035124	nervous_system	glioma	GBM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
D-336MG	D-336MG	946369	1710STDY5035122	nervous_system	glioma	LGG		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
D-392MG	D-392MG	946370	1710STDY5035121	nervous_system	glioma	GBM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
D-423MG	D-423MG	946372	CGP_CCL5369337	nervous_system	glioma	GBM		MSI-S	Yes	Yes	Yes	Yes	No	Yes	
D-502MG	D-502MG	946373	1710STDY5035120	nervous_system	glioma	LGG		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
D-542MG	D-542MG	753549	1710STDY5035132	nervous_system	glioma	GBM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
D-566MG	D-566MG	946377	CGP_CCL5228685	nervous_system	glioma	GBM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
DBTRG-05MG	DBTRG-05MG	906835	CGP_CCL5055133	nervous_system	glioma	GBM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
DK-MG	DK-MG	906839	CGP_CCL5055113	nervous_system	glioma	GBM		MSI-L	Yes	Yes	Yes	Yes	Yes	Yes	
GAMG	GAMG	906868	CGP_CCL5055114	nervous_system	glioma	LGG		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
GB-1	GB-1	687568	1710STDY5035119	nervous_system	glioma	GBM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
GI-1	GI-1	906871	1710STDY5035118	nervous_system	glioma	LGG		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
GMS-10	GMS-10	906873	CGP_CCL5055135	nervous_system	glioma	GBM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
H4	H4	907042	CGP_CCL5055115	nervous_system	glioma	LGG		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
Hs-683	Hs683	1240150	CGP_CCL5055131	nervous_system	glioma	LGG		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
KALS-1	KALS-1	907271	1710STDY5035117	nervous_system	glioma	LGG		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
KINGS-1	KINGS-1	907279	1710STDY5035116	nervous_system	glioma	LGG		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
KNS-42	KNS-42	907282	1710STDY5035133	nervous_system	glioma	LGG		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
KNS-81-FD	KNS-81-FD	924188	1710STDY5035129	nervous_system	glioma	LGG		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
KS-1	KS-1	907313	1710STDY5035115	nervous_system	glioma	GBM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
LN-18	LN-18	1240168	CGP_CCL5055130	nervous_system	glioma	GBM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
LN-229	LN-229	1240169	CGP_CCL5055129	nervous_system	glioma	GBM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
LN-405	LN-405	910694	CGP_CCL5055136	nervous_system	glioma	GBM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
LNZTA3WT4	LNZTA3WT4	1240170	CGP_CCL5055127	nervous_system	glioma	GBM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
M059J	M059J	949094	CGP_CCL5055116	nervous_system	glioma	GBM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
MOG-G-CCM	MOG-G-CCM	908144	CGP_CCL5306246	nervous_system	glioma	LGG		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
MOG-G-UVW	MOG-G-UVW	908145	CGP_CCL5391644	nervous_system	glioma	LGG		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
NMC-G1	NMC-G1	908449	1710STDY5035114	nervous_system	glioma	LGG		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
no-10	no-10	908452	1710STDY5035130	nervous_system	glioma	LGG		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
no-11	no-11	908450	1710STDY5035131	nervous_system	glioma	LGG		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
SF126	SF126	909712	CGP_CCL5103732	nervous_system	glioma	GBM		MSI-S	Yes	Yes	Yes	Yes	Yes	Yes	
