Hugo_Symbol	Entrez_Gene_Id	M032_Pre	M032_R1	M032_R2	M032_R3	M032_R5	M032_R6
BTBD9	114781	0.003	0.404	0.139	-0.025	0.113	0.145
YIPF3	25844	-0.411	-0.411	-0.411	-0.411	-0.411	-0.411
NFKBIE	4794	0.048	0.384	0.139	-0.025	0.113	0.145
DST	667	0.048	0.048	0.048	0.048	0.048	0.048
HLA-DMB	3109	0.078	0.405	0.139	-0.025	0.113	0.145
AGPAT1	10554	-0.179	-0.179	-0.179	-0.179	-0.179	-0.179
EEF1A1	1915	-0.936	-1.052	-0.651	-0.331	-0.334	-0.758
SF3B5	83443	0.337	0.067	0.045	-0.013	0.017	-0.362
STX11	8676	0.337	0.067	0.045	-0.013	0.017	-0.362
PACSIN1	29993	-0.383	0.115	0.139	-0.025	0.113	0.145
AKAP12	9590	-0.095	-0.256	0.045	-0.013	0.017	-0.139
UTRN	7402	0.337	0.067	0.045	-0.013	0.017	-0.362
MIR5690	100847048	-0.383	0.115	0.139	-0.025	0.113	0.145
HLA-DMA	3108	0.078	0.078	0.078	0.078	0.078	0.078
ZBTB2	57621	-0.095	-0.256	0.045	-0.013	0.017	-0.139
RNASET2	8635	0.415	0.194	0.045	0.191	0.017	-0.123
PNISR	25957	-0.35	-0.625	-0.651	-0.331	-0.334	-0.758
GSTA1	2938	0.048	0.384	-0.074	-0.025	-0.136	-0.33
GLO1	2739	0.003	0.404	0.139	-0.025	0.113	0.145
RMND1	55005	-0.095	-0.095	-0.095	-0.095	-0.095	-0.095
PEX7	5191	0.337	0.067	0.045	-0.013	0.017	-0.362
TMEM244	253582	0.043	-0.451	-0.651	-0.291	-0.334	-0.875
SNHG5	26799	-0.592	-0.625	-0.651	-0.331	-0.334	-0.758
SNHG5	692088	-0.592	-0.625	-0.651	-0.331	-0.334	-0.758
MRPL2	51069	-0.411	-0.411	-0.411	-0.411	-0.411	-0.411
TMEM151B	441151	0.048	0.048	0.048	0.048	0.048	0.048
L3MBTL3	84456	0.043	-0.451	-0.651	-0.291	-0.334	-0.875
BRD2	6046	0.078	0.078	0.078	0.078	0.078	0.078
C6orf211	79624	-0.095	-0.256	0.045	-0.013	0.017	-0.139
TAPBP	6892	-0.383	0.115	0.139	-0.025	0.113	0.145
SLC35D3	340146	0.337	0.067	0.045	-0.013	0.017	-0.362
TCTE1	202500	0.048	0.048	0.048	0.048	0.048	0.048
SPDEF	25803	-0.383	0.115	0.139	-0.025	0.113	0.145
AARS2	57505	0.048	0.384	0.139	-0.025	0.113	0.145
FGFR1OP	11116	0.415	0.194	0.045	0.191	0.017	-0.123
CDKAL1	54901	0.082	0.396	0.139	0.188	0.002	-0.109
IL20RA	53832	0.337	0.067	0.045	-0.013	0.017	-0.362
NELFE	7936	0.044	0.044	0.044	0.044	0.044	0.044
NELFE	100302242	0.044	0.044	0.044	0.044	0.044	0.044
PTK7	5754	-0.411	0.067	0.139	-0.025	0.113	0.145
KIF13A	63971	-0.355	0.396	0.139	-0.037	0.002	-0.109
C6orf106	64771	-0.383	0.115	0.139	-0.025	0.113	0.145
CCDC170	80129	-0.256	-0.256	-0.256	-0.256	-0.256	-0.256
FAM135A	57579	-0.306	-0.507	-0.651	-0.331	-0.334	-0.758
FLOT1	10211	-0.349	0.078	0.139	-0.025	0.113	0.213
IL22RA2	116379	0.337	0.067	0.045	-0.013	0.017	-0.362
ESR1	2099	0.296	0.296	0.296	0.296	0.296	0.296
DNAH8	1769	0.003	0.404	0.139	-0.025	0.113	0.145
XPO5	57510	-0.411	-0.411	-0.411	-0.411	-0.411	-0.411
USP45	85015	-0.35	-0.35	-0.35	-0.35	-0.35	-0.35
SNRPC	6631	-0.383	0.115	0.139	-0.025	0.113	0.145
CCR6	1235	0.415	0.194	0.045	0.191	0.017	-0.123
WISP3	8838	0.259	0.259	0.259	0.259	0.259	0.259
RNF5	6048	-0.179	-0.179	-0.179	-0.179	-0.179	-0.179
TCP10L2	6953	0.415	0.415	0.415	0.415	0.415	0.415
TCP10L2	401285	0.415	0.415	0.415	0.415	0.415	0.415
ZBTB22	9278	-0.383	0.115	0.139	-0.025	0.113	0.145
IER3	8870	-0.349	0.078	0.139	-0.025	0.113	0.213
GPR31	2853	0.415	0.415	0.415	0.415	0.415	0.415
DAXX	1616	-0.383	0.115	0.139	-0.025	0.113	0.145
UHRF1BP1	54887	-0.383	-0.383	-0.383	-0.383	-0.383	-0.383
UNC93A	54346	0.415	0.194	0.045	0.191	0.017	-0.123
TAF11	6882	-0.383	-0.383	-0.383	-0.383	-0.383	-0.383
TUBE1	51175	0.259	0.259	0.259	0.259	0.259	0.259
SPATS1	221409	0.048	0.384	-0.074	-0.025	-0.136	0.145
TTLL2	83887	0.415	0.415	0.415	0.415	0.415	0.415
HLA-DOA	3111	0.078	0.405	0.139	-0.025	0.113	0.145
EPM2A	7957	0.337	0.067	0.045	-0.013	0.017	-0.362
ANKS1A	23294	-0.383	0.115	0.139	-0.025	0.113	0.145
TCP10	6953	0.415	0.415	0.415	0.415	0.415	0.415
CDC5L	988	0.048	0.384	-0.074	-0.025	-0.136	-0.524
FBXO30	84085	0.337	0.067	0.045	-0.013	0.017	-0.362
DDR1	780	-0.349	0.078	0.139	-0.025	0.113	0.213
DDR1	100616237	-0.349	0.078	0.139	-0.025	0.113	0.213
FAM229B	619208	0.259	-0.451	-0.651	-0.331	-0.334	-0.526
SHPRH	257218	0.337	0.067	0.045	-0.013	0.017	-0.362
GSTA5	221357	0.048	0.384	-0.074	-0.025	-0.136	-0.33
SUPT3H	8464	0.048	0.048	0.048	0.048	0.048	0.048
CCNC	892	-0.35	-0.625	-0.651	-0.331	-0.334	-0.758
MLLT4	4301	0.415	0.194	0.045	0.191	0.017	-0.123
LAMA4	3910	0.259	-0.451	-0.651	-0.331	-0.334	-0.526
TCP11	6954	-0.383	0.115	0.139	-0.025	0.113	0.145
SOX4	6659	0.082	0.396	0.139	0.188	0.002	-0.109
GLP1R	2740	0.003	0.404	0.139	-0.025	0.113	0.145
GRM1	2911	0.337	0.337	0.337	0.337	0.337	0.337
SAYSD1	55776	0.003	0.003	0.003	0.003	0.003	0.003
KCNK5	8645	0.003	0.404	0.139	-0.025	0.113	0.145
KCNK17	89822	0.003	0.404	0.139	-0.025	0.113	0.145
RAB32	10981	0.337	0.067	0.045	-0.013	0.017	-0.362
ADGB	79747	0.337	0.067	0.045	-0.013	0.017	-0.362
RUNX2	860	0.048	0.048	0.048	0.048	0.048	0.048
KCNK16	83795	0.003	0.404	0.139	-0.025	0.113	0.145
SYNE1	23345	0.296	0.296	0.296	0.296	0.296	0.296
CLIC5	53405	0.048	0.384	-0.074	-0.025	-0.136	-0.524
POLH	5429	-0.411	-0.411	-0.411	-0.411	-0.411	-0.411
KIF6	221458	0.003	0.003	0.003	0.003	0.003	0.003
PRDM13	59336	-0.35	-0.625	-0.651	-0.331	-0.334	-0.758
GTPBP2	54676	-0.411	-0.411	-0.411	-0.411	-0.411	-0.411
ENPP4	22875	0.048	0.384	-0.074	-0.025	-0.136	-0.524
MCHR2	84539	-0.35	-0.625	-0.651	-0.331	-0.334	-0.758
KIF25	3834	0.415	0.415	0.415	0.415	0.415	0.415
ENPP5	59084	0.048	0.384	-0.074	-0.025	-0.136	-0.524
SIM1	6492	-0.35	-0.625	-0.651	-0.331	-0.334	-0.758
ASCC3	10973	-0.35	-0.625	-0.651	-0.331	-0.334	-0.758
FRMD1	79981	0.415	0.194	0.045	0.191	0.017	-0.123
SCUBE3	222663	-0.383	0.115	0.139	-0.025	0.113	0.145
BCKDHB	594	-0.313	-0.625	-0.651	-0.331	-0.334	-0.758
DAAM2	23500	0.003	0.003	0.003	0.003	0.003	0.003
RFPL4B	442247	0.259	-0.451	-0.651	0.058	-0.334	-0.526
MARCKS	4082	0.259	-0.451	-0.651	0.058	-0.334	-0.526
HDAC2	3066	0.259	-0.451	-0.651	0.058	-0.334	-0.526
GSTA3	2940	0.048	0.384	-0.074	-0.025	-0.136	-0.33
MOCS1	4337	0.003	0.003	0.003	0.003	0.003	0.003
DACT2	168002	0.415	0.194	0.045	0.191	0.017	-0.123
SMOC2	64094	0.415	0.194	0.045	0.191	0.017	-0.123
GRIK2	2898	-0.35	-0.625	-0.651	-0.331	-0.334	-0.758
ZNF76	7629	-0.383	0.115	0.139	-0.025	0.113	0.145
GTF2H4	2968	-0.349	-0.349	-0.349	-0.349	-0.349	-0.349
THBS2	7058	0.415	0.194	0.045	0.191	0.017	-0.123
LRFN2	57497	0.003	0.404	0.139	-0.025	0.113	0.145
PRL	5617	0.082	0.396	0.139	0.188	0.002	-0.109
GSTA4	2941	0.048	0.384	-0.074	-0.025	-0.136	-0.33
UNC5CL	222643	0.003	0.003	0.003	0.003	0.003	0.003
HS3ST5	222537	0.259	0.259	0.259	0.259	0.259	0.259
HDGFL1	154150	0.082	0.396	0.139	0.188	0.002	-0.109
FRK	2444	0.259	0.259	0.259	0.259	0.259	0.259
WDR27	253769	0.415	0.194	0.045	0.191	0.017	-0.123
VARS2	57176	-0.349	-0.349	-0.349	-0.349	-0.349	-0.349
NRSN1	140767	0.082	0.396	0.139	0.188	0.002	-0.109
OARD1	221443	0.003	0.003	0.003	0.003	0.003	0.003
NT5DC1	221294	0.259	0.259	0.259	0.259	0.259	0.259
SKIV2L	6499	0.044	0.044	0.044	0.044	0.044	0.044
HACE1	57531	-0.35	-0.625	-0.651	-0.331	-0.334	-0.526
DEF6	50619	-0.383	0.115	0.139	-0.025	0.113	0.145
C6orf120	387263	0.415	0.415	0.415	0.415	0.415	0.415
COL10A1	1300	0.259	0.259	0.259	0.259	0.259	0.259
PHF10	55274	0.415	0.415	0.415	0.415	0.415	0.415
TSPYL4	23270	0.259	-0.451	-0.651	0.058	-0.334	-0.526
DSE	29940	0.259	0.259	0.259	0.259	0.259	0.259
PPARD	5467	-0.383	0.115	0.139	-0.025	0.113	0.145
TSPYL1	7259	0.259	0.259	0.259	0.259	0.259	0.259
ICK	22858	0.048	0.048	0.048	0.048	0.048	0.048
SFTA2	389376	-0.349	0.078	0.139	-0.025	0.113	0.213
FANCE	2178	-0.383	0.115	0.139	-0.025	0.113	0.145
TSPO2	222642	0.003	0.003	0.003	0.003	0.003	0.003
FAM26F	441168	0.259	-0.451	-0.651	0.058	-0.334	-0.875
DPCR1	135656	-0.349	-0.349	-0.349	-0.349	-0.349	-0.349
TRAPPC3L	100128327	0.043	0.043	0.043	0.043	0.043	0.043
APOBEC2	10930	0.003	0.003	0.003	0.003	0.003	0.003
TCTE3	6991	0.415	0.194	0.045	0.191	0.017	-0.123
RPL10A	4736	-0.383	0.115	0.139	-0.025	0.113	0.145
FAM26E	254228	0.043	0.043	0.043	0.043	0.043	0.043
NFYA	4800	0.003	0.003	0.003	0.003	0.003	0.003
MUC21	394263	-0.349	0.078	0.139	-0.025	0.113	0.213
C6orf70	55780	0.415	0.194	0.045	0.191	0.017	-0.123
MUC22	100507679	-0.349	0.078	0.139	-0.025	0.113	0.213
DCDC2	51473	0.082	0.082	0.082	0.082	0.082	0.082
C6orf15	29113	-0.349	0.078	0.139	-0.025	0.113	0.213
TREML1	340205	0.003	0.404	0.139	-0.025	0.113	0.145
PSORS1C1	170679	-0.349	-0.349	-0.349	-0.349	-0.349	-0.349
FAM26D	221301	0.043	0.043	0.043	0.043	0.043	0.043
TREM2	54209	0.003	0.404	0.139	-0.025	0.113	0.145
CDSN	1041	-0.349	-0.349	-0.349	-0.349	-0.349	-0.349
PSORS1C2	170680	-0.349	-0.349	-0.349	-0.349	-0.349	-0.349
CCHCR1	54535	-0.349	0.078	0.139	-0.025	0.113	0.213
RWDD1	51389	0.043	-0.451	-0.651	-0.291	-0.334	-0.875
LIN28B	389421	-0.35	-0.625	-0.651	-0.331	-0.334	-0.526
DOM3Z	1797	0.044	0.044	0.044	0.044	0.044	0.044
TREML2	79865	0.003	0.404	0.139	-0.025	0.113	0.145
RSPH4A	345895	0.043	-0.451	-0.651	-0.291	-0.334	-0.875
BVES	11149	-0.35	-0.35	-0.35	-0.35	-0.35	-0.35
POPDC3	64208	-0.35	-0.35	-0.35	-0.35	-0.35	-0.35
TEAD3	7005	-0.383	0.115	0.139	-0.025	0.113	0.145
PREP	5550	-0.35	-0.35	-0.35	-0.35	-0.35	-0.35
DLL1	28514	0.415	0.194	0.045	0.191	0.017	-0.123
ZUFSP	221302	0.043	-0.451	-0.651	-0.291	-0.334	-0.875
TULP1	7287	-0.383	0.115	0.139	-0.025	0.113	0.145
FAM120B	84498	0.415	0.194	0.045	0.191	0.017	-0.123
STK19	8859	0.044	0.044	0.044	0.044	0.044	0.044
KAAG1	353219	0.082	0.082	0.082	0.082	0.082	0.082
TREML4	285852	0.003	0.404	0.139	-0.025	0.113	0.145
KPNA5	3841	0.043	-0.451	-0.651	-0.291	-0.334	-0.875
TREM1	54210	0.003	0.404	0.139	-0.025	0.113	0.145
FKBP5	2289	-0.383	0.115	0.139	-0.025	0.113	0.145
PSMB1	5689	0.415	0.194	0.045	0.191	0.017	-0.123
MRS2	57380	0.082	0.082	0.082	0.082	0.082	0.082
NCR2	9436	0.003	0.404	0.139	-0.025	0.113	0.145
FOXP4	116113	0.003	0.404	0.139	-0.025	0.113	0.145
TBP	6908	0.415	0.194	0.045	0.191	0.017	-0.123
PRDM1	639	-0.35	-0.625	-0.651	-0.331	-0.334	-0.526
FAM162B	221303	0.043	-0.451	-0.651	-0.291	-0.334	-0.875
GPRC6A	222545	0.043	-0.451	-0.651	-0.291	-0.334	-0.875
ARMC12	221481	-0.383	0.115	0.139	-0.025	0.113	0.145
CLPSL2	389383	-0.383	0.115	0.139	-0.025	0.113	0.145
PDCD2	5134	0.415	0.194	0.045	0.191	0.017	-0.123
RFX6	222546	0.043	-0.451	-0.651	-0.291	-0.334	-0.875
CLPSL1	340204	-0.383	0.115	0.139	-0.025	0.113	0.145
TCF19	6941	-0.349	-0.349	-0.349	-0.349	-0.349	-0.349
CLPS	1208	-0.383	0.115	0.139	-0.025	0.113	0.145
LHFPL5	222662	-0.383	-0.383	-0.383	-0.383	-0.383	-0.383
ATG5	9474	-0.35	-0.625	-0.651	-0.331	-0.334	-0.526
MDFI	4188	-0.411	0.404	0.139	-0.025	0.113	0.145
SRPK1	6732	-0.383	-0.383	-0.383	-0.383	-0.383	-0.383
POU5F1	5460	-0.349	-0.349	-0.349	-0.349	-0.349	-0.349
TFEB	7942	-0.411	0.404	0.139	-0.025	0.113	0.145
VGLL2	245806	0.043	-0.451	-0.651	-0.291	-0.334	-0.875
ROS1	6098	0.043	0.043	0.043	0.043	0.043	0.043
HCG27	253018	-0.349	0.078	0.139	-0.025	0.113	0.213
HCG27	100996357	-0.349	0.078	0.139	-0.025	0.113	0.213
HLA-C	3107	0.032	0.586	0.139	-0.025	0.113	0.213
PGC	5225	-0.411	0.404	0.139	-0.025	0.113	0.145
FBXO9	26268	0.048	0.048	0.048	0.048	0.048	0.048
SLC17A5	26503	-0.936	-0.936	-0.936	-0.936	-0.936	-0.936
HLA-B	3106	0.032	0.586	0.139	-0.025	0.113	0.213
GOPC	57120	0.043	0.043	0.043	0.043	0.043	0.043
CD109	135228	-0.936	-1.052	-0.651	-0.331	-0.334	-0.758
C4A	720	0.044	0.044	0.044	0.044	0.044	0.044
FRS3	10817	-0.411	-0.411	-0.411	-0.411	-0.411	-0.411
PRICKLE4	29964	-0.411	-0.411	-0.411	-0.411	-0.411	-0.411
PRICKLE4	100188893	-0.411	-0.411	-0.411	-0.411	-0.411	-0.411
AIM1	202	-0.845	-0.625	-0.651	-0.331	-0.334	-0.526
RTN4IP1	84816	-0.845	-0.625	-0.651	-0.331	-0.334	-0.526
SLC26A8	116369	-0.383	-0.383	-0.383	-0.383	-0.383	-0.383
MICA	100507436	-0.444	-0.444	-0.444	-0.444	-0.444	-0.444
MICB	4277	-0.444	0.058	0.139	-0.025	0.113	0.213
TOMM6	100188893	-0.411	-0.411	-0.411	-0.411	-0.411	-0.411
QRSL1	55278	-0.845	-0.845	-0.845	-0.845	-0.845	-0.845
GPLD1	2822	0.082	0.082	0.082	0.082	0.082	0.082
USP49	25862	-0.411	-0.411	-0.411	-0.411	-0.411	-0.411
MCCD1	401250	-0.444	-0.444	-0.444	-0.444	-0.444	-0.444
FAM46A	55603	-0.313	-0.625	-0.651	-0.331	-0.334	-0.758
COL12A1	1303	-0.313	-0.625	-0.651	-0.331	-0.334	-0.758
MIR3691	100500900	0.034	0.396	0.139	-0.037	0.002	-0.109
MIR5683	100847034	0.034	0.396	0.139	-0.037	0.002	-0.109
LY86-AS1	285780	0.034	0.034	0.034	0.034	0.034	0.034
MED20	9477	-0.411	0.067	0.139	-0.025	0.113	0.145
DDX39B	7919	-0.444	-0.444	-0.444	-0.444	-0.444	-0.444
DDX39B	692199	-0.444	-0.444	-0.444	-0.444	-0.444	-0.444
IBTK	25998	-0.313	-0.625	-0.651	-0.331	-0.334	-0.758
MAPK14	1432	-0.383	0.115	0.139	-0.025	0.113	0.145
C6orf203	51250	-0.845	-0.625	-0.651	-0.331	-0.334	-0.526
BEND3	57673	-0.845	-0.625	-0.651	-0.331	-0.334	-0.526
PDSS2	57107	-0.845	-0.845	-0.845	-0.845	-0.845	-0.845
MYCT1	80177	0.296	0.296	0.296	0.296	0.296	0.296
VIP	7432	0.296	-0.022	0.045	-0.013	0.017	-0.789
BYSL	705	-0.411	0.067	0.139	-0.025	0.113	0.145
SOBP	55084	-0.845	-0.625	-0.651	-0.331	-0.334	-0.526
PIP5K1P1	206426	0.034	0.034	0.034	0.034	0.034	0.034
HULC	728655	0.034	0.396	0.139	-0.037	0.002	-0.109
FBXO5	26271	0.296	-0.022	0.045	-0.013	0.017	-0.789
SCML4	256380	-0.845	-0.625	-0.651	-0.331	-0.334	-0.526
LINC00518	221718	0.034	0.396	0.139	-0.037	0.002	-0.109
CCND3	896	-0.411	0.067	0.139	-0.025	0.113	0.145
MTRF1L	54516	0.296	-0.022	0.045	-0.013	0.017	-0.789
SEC63	11231	-0.845	-0.845	-0.845	-0.845	-0.845	-0.845
ATP6V1G2	534	-0.444	-0.444	-0.444	-0.444	-0.444	-0.444
NFKBIL1	4795	-0.444	-0.444	-0.444	-0.444	-0.444	-0.444
MAPK13	5603	-0.383	0.115	0.139	-0.025	0.113	0.145
LTA	4049	-0.444	0.058	0.139	-0.025	0.113	0.213
ELOVL2-AS1	100506409	-0.462	-0.462	-0.462	-0.462	-0.462	-0.462
RGS17	26575	0.296	-0.022	0.045	-0.013	0.017	-0.789
TPBG	7162	-0.313	-0.625	-0.651	-0.331	-0.334	-0.758
TNF	7124	-0.444	0.058	0.139	-0.025	0.113	0.213
OPRM1	4988	0.296	0.296	0.296	0.296	0.296	0.296
UBE3D	90025	-0.313	-0.625	-0.651	-0.331	-0.334	-0.758
LTB	4050	-0.444	0.058	0.139	-0.025	0.113	0.213
LST1	7940	-0.444	-0.444	-0.444	-0.444	-0.444	-0.444
JARID2-AS1	100506681	-0.028	-0.028	-0.028	-0.028	-0.028	-0.028
MIR4639	100616269	-0.028	0.396	0.139	-0.037	0.002	-0.109
TAF8	129685	-0.411	0.067	0.139	-0.025	0.113	0.145
BRPF3	27154	-0.383	0.115	0.139	-0.025	0.113	0.145
OSTM1	28962	-0.845	-0.845	-0.845	-0.845	-0.845	-0.845
DOPEY1	23033	-0.313	-0.313	-0.313	-0.313	-0.313	-0.313
NR2E1	7101	-0.845	-0.625	-0.651	-0.331	-0.334	-0.526
IPCEF1	26034	0.296	0.296	0.296	0.296	0.296	0.296
C6orf132	647024	-0.411	0.067	0.139	-0.025	0.113	0.145
COX7A2	1347	-0.313	-0.625	-0.651	-0.331	-0.334	-0.758
NCR3	259197	-0.444	-0.444	-0.444	-0.444	-0.444	-0.444
GUCA1A	2978	-0.411	0.067	0.139	-0.025	0.113	0.145
SNX3	8724	-0.845	-0.625	-0.651	-0.331	-0.334	-0.526
AIF1	199	-0.444	0.058	0.139	-0.025	0.113	0.213
LACE1	246269	-0.845	-0.625	-0.651	-0.331	-0.334	-0.526
TMEM30A	55754	-0.313	-0.625	-0.651	-0.331	-0.334	-0.758
CNKSR3	154043	0.296	-0.022	0.045	-0.013	0.017	-0.123
PRRC2A	7916	-0.444	-0.444	-0.444	-0.444	-0.444	-0.444
PGM3	5238	-0.313	-0.313	-0.313	-0.313	-0.313	-0.313
FOXO3	2309	-0.467	-0.467	-0.467	-0.467	-0.467	-0.467
ARMC2	84071	-0.467	-0.467	-0.467	-0.467	-0.467	-0.467
FILIP1	27145	-0.313	-0.313	-0.313	-0.313	-0.313	-0.313
SCAF8	22828	0.296	0.296	0.296	0.296	0.296	0.296
SENP6	26054	-0.313	-0.625	-0.651	-0.331	-0.334	-0.758
SESN1	27244	-0.055	-0.625	-0.651	-0.331	-0.334	-0.526
RWDD2A	112611	-0.313	-0.313	-0.313	-0.313	-0.313	-0.313
ME1	4199	-0.313	-0.625	-0.651	-0.331	-0.334	-0.758
BAG6	7917	-0.444	-0.444	-0.444	-0.444	-0.444	-0.444
TIAM2	26230	0.296	0.296	0.296	0.296	0.296	0.296
TIAM2	100505519	0.296	0.296	0.296	0.296	0.296	0.296
CEP57L1	285753	-0.055	-0.625	-0.651	-0.331	-0.334	-0.526
PRSS35	167681	-0.313	-0.625	-0.651	-0.331	-0.334	-0.758
SNAP91	9892	-0.313	-0.625	-0.651	-0.331	-0.334	-0.758
CD164	8763	-0.055	-0.625	-0.651	-0.331	-0.334	-0.526
TFB1M	51106	0.296	0.296	0.296	0.296	0.296	0.296
APOM	55937	-0.444	-0.444	-0.444	-0.444	-0.444	-0.444
C6orf47	57827	-0.444	-0.444	-0.444	-0.444	-0.444	-0.444
GPANK1	7918	-0.444	-0.444	-0.444	-0.444	-0.444	-0.444
CLDN20	49861	0.296	0.296	0.296	0.296	0.296	0.296
NOX3	50508	0.296	-0.022	0.045	-0.013	0.017	-0.123
ARID1B	57492	0.296	-0.022	0.045	-0.013	0.017	-0.123
CSNK2B	1460	-0.444	-0.444	-0.444	-0.444	-0.444	-0.444
LY6G5B	58496	-0.444	-0.444	-0.444	-0.444	-0.444	-0.444
PPIL6	285755	-0.055	-0.055	-0.055	-0.055	-0.055	-0.055
LY6G5C	80741	-0.444	0.058	0.139	-0.025	0.113	0.213
ABHD16A	7920	-0.444	0.058	0.139	-0.025	0.113	0.213
RIPPLY2	134701	-0.313	-0.625	-0.651	-0.331	-0.334	-0.758
CYB5R4	51167	-0.313	-0.625	-0.651	-0.331	-0.334	-0.758
SMPD2	6610	-0.055	-0.055	-0.055	-0.055	-0.055	-0.055
TMEM242	729515	0.296	0.296	0.296	0.296	0.296	0.296
MRAP2	112609	-0.313	-0.625	-0.651	-0.331	-0.334	-0.758
ZDHHC14	79683	0.296	-0.022	0.045	-0.013	0.017	-0.123
KIAA1009	22832	-0.313	-0.625	-0.651	-0.331	-0.334	-0.758
MICAL1	64780	-0.055	-0.055	-0.055	-0.055	-0.055	-0.055
SNX9	51429	0.296	-0.022	0.045	-0.013	0.017	-0.123
LY6G6F	259215	-0.444	-0.444	-0.444	-0.444	-0.444	-0.444
SYNJ2	8871	-0.022	-0.022	-0.022	-0.022	-0.022	-0.022
LY6G6D	58530	-0.444	-0.444	-0.444	-0.444	-0.444	-0.444
TBX18	9096	-0.313	-0.625	-0.651	-0.331	-0.334	-0.758
C6orf25	80739	-0.444	-0.444	-0.444	-0.444	-0.444	-0.444
NT5E	4907	-0.313	-0.625	-0.651	-0.331	-0.334	-0.758
ZBTB24	9841	-0.055	-0.055	-0.055	-0.055	-0.055	-0.055
AK9	221264	-0.055	-0.625	-0.651	-0.331	-0.334	-0.526
SNX14	57231	-0.592	-0.625	-0.651	-0.331	-0.334	-0.758
ALDH5A1	7915	0.082	0.082	0.082	0.082	0.082	0.082
LY6G6C	80740	-0.444	-0.444	-0.444	-0.444	-0.444	-0.444
SERAC1	84947	0.078	-0.022	0.045	-0.013	0.017	-0.123
DDAH2	23564	-0.444	-0.444	-0.444	-0.444	-0.444	-0.444
CLIC1	1192	-0.444	-0.444	-0.444	-0.444	-0.444	-0.444
GTF2H5	404672	0.078	-0.022	0.045	-0.013	0.017	-0.123
FIG4	9896	-0.055	-0.625	-0.651	-0.331	-0.334	-0.526
TULP4	56995	0.078	-0.022	0.045	-0.013	0.017	-0.123
TMEM181	57583	0.078	0.078	0.078	0.078	0.078	0.078
DYNLT1	6993	0.078	-0.022	0.045	-0.013	0.017	-0.123
SYTL3	94120	0.078	0.078	0.078	0.078	0.078	0.078
MSH5	4439	-0.444	-0.444	-0.444	-0.444	-0.444	-0.444
MSH5	100532732	-0.444	-0.444	-0.444	-0.444	-0.444	-0.444
EZR	7430	0.078	0.078	0.078	0.078	0.078	0.078
C6orf99	100130967	0.078	-0.022	0.045	-0.013	0.017	-0.123
RSPH3	83861	0.078	-0.022	0.045	-0.013	0.017	-0.123
TAGAP	117289	0.078	-0.022	0.045	-0.013	0.017	-0.123
SYNCRIP	10492	-0.592	-0.625	-0.651	-0.331	-0.334	-0.758
FNDC1	84624	0.078	0.078	0.078	0.078	0.078	0.078
HTR1E	3354	-0.592	-0.592	-0.592	-0.592	-0.592	-0.592
CGA	1081	-0.592	-0.625	-0.651	-0.331	-0.334	-0.758
ZNF292	23036	-0.592	-0.625	-0.651	-0.331	-0.334	-0.758
SOD2	6648	0.078	0.078	0.078	0.078	0.078	0.078
SOD2	100129518	0.078	0.078	0.078	0.078	0.078	0.078
GJB7	375519	-0.592	-0.592	-0.592	-0.592	-0.592	-0.592
SMIM8	57150	-0.592	-0.592	-0.592	-0.592	-0.592	-0.592
C6orf163	206412	-0.592	-0.625	-0.651	-0.331	-0.334	-0.758
WTAP	9589	0.078	0.078	0.078	0.078	0.078	0.078
MSH5-SAPCD1	401251	-0.444	-0.444	-0.444	-0.444	-0.444	-0.444
SAPCD1	401251	-0.444	-0.444	-0.444	-0.444	-0.444	-0.444
KIAA0319	9856	0.082	0.082	0.082	0.082	0.082	0.082
ACAT2	39	0.078	0.078	0.078	0.078	0.078	0.078
C6orf165	154313	-0.592	-0.592	-0.592	-0.592	-0.592	-0.592
TCP1	6950	-0.022	-0.022	-0.022	-0.022	-0.022	-0.022
TCP1	677812	-0.022	-0.022	-0.022	-0.022	-0.022	-0.022
SLC35A1	10559	-0.592	-0.592	-0.592	-0.592	-0.592	-0.592
RARS2	57038	-0.592	-0.625	-0.651	-0.331	-0.334	-0.758
MRPL18	29074	0.415	-0.022	0.045	-0.013	0.017	-0.123
PNLDC1	154197	0.415	-0.022	0.045	-0.013	0.017	-0.123
ORC3	23595	-0.592	-0.625	-0.651	-0.331	-0.334	-0.758
MAS1	4142	0.415	-0.022	0.045	-0.013	0.017	-0.123
IGF2R	3482	0.415	0.415	0.415	0.415	0.415	0.415
AKIRIN2	55122	-0.592	-0.625	-0.651	-0.331	-0.334	-0.758
SPACA1	81833	-0.592	-0.625	-0.651	-0.331	-0.334	-0.758
CNR1	1268	-0.592	-0.625	-0.651	-0.331	-0.334	-0.758
RNGTT	8732	-0.592	-0.625	-0.651	-0.331	-0.334	-0.758
PNRC1	10957	-0.592	-0.625	-0.651	-0.331	-0.334	-0.758
SRSF12	135295	-0.592	-0.625	-0.651	-0.331	-0.334	-0.758
PM20D2	135293	-0.592	-0.625	-0.651	-0.331	-0.334	-0.758
GABRR1	2569	-0.592	-0.625	-0.651	-0.331	-0.334	-0.758
GABRR2	2570	-0.592	-0.592	-0.592	-0.592	-0.592	-0.592
UBE2J1	51465	-0.592	-0.625	-0.651	-0.331	-0.334	-0.758
TDP2	51567	0.082	0.396	0.139	0.188	0.002	-0.109
ACOT13	55856	0.082	0.082	0.082	0.082	0.082	0.082
